260 280 0.0000 
280 300 0.0000 
300 340 0.0000 
340 380 0.0000 
380 420 0.0000 
420 460 0.9410 
460 500 0.9688 
500 540 0.9814 
540 600 0.9871 
600 660 0.9888 
660 720 0.9891 
720 780 0.9892 
780 860 0.9892 
860 940 0.9892 
940 1020 0.9892 
1020 1120 0.9892 
1120 1220 0.9892 
1220 1340 0.9892 
1340 1460 0.9892 
1460 1600 0.9892 
1600 1740 0.9892 
1740 1900 0.9892 
1900 2080 0.9892 
2080 2260 0.9892 
2260 2480 0.9892 
2480 2720 0.9892 
2720 2980 0.9892 
2980 3260 0.9892 
3260 3580 0.9892 
3580 4200 0.9892 
