260 280 0.0000 
280 300 0.0000 
300 340 0.0000 
340 380 0.0000 
380 420 0.0000 
420 460 0.0000 
460 500 0.0000 
500 540 0.0000 
540 600 0.9439 
600 660 0.9669 
660 720 0.9810 
720 800 0.9890 
800 880 0.9924 
880 960 0.9933 
960 1060 0.9936 
1060 1160 0.9936 
1160 1260 0.9936 
1260 1380 0.9936 
1380 1500 0.9937 
1500 1620 0.9937 
1620 1760 0.9937 
1760 1900 0.9937 
1900 2060 0.9937 
2060 2220 0.9937 
2220 2400 0.9937 
2400 2580 0.9937 
2580 2780 0.9937 
2780 2980 0.9937 
2980 3200 0.9937 
3200 3420 0.9937 
3420 3660 0.9937 
3660 4700 0.9937 
