Path: /HepData/8579/d25-x1-y1
Dijet Mass distribution for the |y*| range  0.5-1.0 and R=0.6
Location: T 29,F 15
ABS(YRAP(P=3)-YRAP(P=4)) : 0.5 - 1.0
R : 0.6
RE : P PT --> JET JET X
x : M(P=3_4) IN TEV
y : 2*D2(SIG)/D(P=3_4)/DABS(YRAP(P=3)-YRAP(P=4)) IN PB/TEV
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	dy+	dy-	
	0.135	0.11	0.16	1.4E8	+1274000.0	-1274000.0	+2.6040000000000004E7	-2.38E7	+7700000.0	-6720000.0
	0.185	0.16	0.21	2.5E7	+172500.0	-172500.0	+2700000.0	-2550000.0	+575000.0	-750000.0
	0.235	0.21	0.26	7100000.0	+41890.0	-41890.0	+717100.0	-674500.0	+170400.0	-177500.0
	0.285	0.26	0.31	2500000.0	+12250.0	-12250.0	+275000.0	-267500.0	+62500.0	-62500.0
	0.34	0.31	0.37	940000.0	+5734.0	-5734.0	+97760.0	-98700.0	+19740.0	-20680.0
	0.405	0.37	0.44	350000.0	+2555.0	-2555.0	+38150.0	-37100.0	+6650.0	-7000.0
	0.475	0.44	0.51	140000.0	+994.0	-994.0	+16240.0	-14840.0	+2660.0	-2800.0
	0.55	0.51	0.59	59000.0	+436.6	-436.6	+7080.0	-6903.0	+1121.0	-1121.0
	0.63	0.59	0.67	26000.0	+213.2	-213.2	+3406.0	-2912.0	+442.0	-494.0
	0.715	0.67	0.76	12000.0	+120.0	-120.0	+1500.0	-1524.0	+204.0	-204.0
	0.805	0.76	0.85	5600.0	+67.2	-67.2	+772.8000000000001	-756.0	+95.2	-100.8
	0.9	0.85	0.95	2700.0	+37.8	-37.8	+405.0	-380.7	+43.2	-40.5
	1.005	0.95	1.06	1300.0	+23.400000000000002	-23.400000000000002	+188.5	-185.9	+19.5	-19.5
	1.12	1.06	1.18	640.0	+16.64	-16.64	+90.88	-87.04	+9.600000000000001	-10.240000000000002
	1.245	1.18	1.31	300.0	+10.5	-10.5	+48.0	-46.2	+4.800000000000001	-4.800000000000001
	1.38	1.31	1.45	140.0	+6.72	-6.72	+21.979999999999997	-19.74	+2.0999999999999996	-2.0999999999999996
	1.525	1.45	1.6	65.0	+4.615	-4.615	+12.155	-8.97	+0.9750000000000001	-0.9750000000000001
	1.68	1.6	1.76	30.0	+2.52	-2.52	+5.25	-5.13	+0.44999999999999996	-0.48
	1.94	1.76	2.12	9.2	+1.196	-1.196	+1.7204	-1.6743999999999999	+0.138	-0.138
	2.715	2.12	3.31	1.1	+0.22000000000000003	-0.22000000000000003	+0.253	-0.23870000000000002	+0.0165	-0.0165

