Path: /HepData/8579/d31-x1-y1
Dijet Mass distribution for the |y*| range  3.5-4.0 and R=0.6
Location: T 35,F 15
ABS(YRAP(P=3)-YRAP(P=4)) : 3.5 - 4.0
R : 0.6
RE : P PT --> JET JET X
x : M(P=3_4) IN TEV
y : 2*D2(SIG)/D(P=3_4)/DABS(YRAP(P=3)-YRAP(P=4)) IN PB/TEV
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	dy+	dy-	
	1.85	1.76	1.94	18000.0	+1980.0	-1980.0	+16326.0	-9126.0	+5778.0	-3438.0000000000005
	2.03	1.94	2.12	8000.0	+960.0	-960.0	+6120.0	-2896.0	+2016.0	-816.0
	2.225	2.12	2.33	3400.0	+646.0	-646.0	+1870.0	-965.5999999999999	+584.8	-329.79999999999995
	2.44	2.33	2.55	1200.0	+116.39999999999999	-116.39999999999999	+523.2	-741.5999999999999	+182.39999999999998	-373.20000000000005
	2.665	2.55	2.78	480.0	+38.4	-38.4	+212.16	-243.36	+82.08	-120.48
	2.91	2.78	3.04	200.0	+16.8	-16.8	+99.0	-70.6	+38.2	-26.4
	3.175	3.04	3.31	80.0	+10.4	-10.4	+39.92	-26.64	+12.96	-10.56
	3.62	3.31	3.93	13.0	+2.21	-2.21	+6.084	-4.771000000000001	+2.2230000000000003	-1.976
	4.7	3.93	5.47	0.17	+0.0731	-0.0731	+0.10081	-0.08245000000000001	+0.037570000000000006	-0.029070000000000006

