
&DATA
  Name = 'ATLAS 7 TeV Incjet data y_15_20 R=0.4'
  NDATA = 29
  NColumn = 139
  ColumnType = 'Flag', 2*'Bin',2*'Dummy','Sigma',133*'Error'
  ColumnName = 'binFlag','pt1','pt2','Extra','NPCorr','Sigma','stat','stat','ATL_CloseBy+','ATL_CloseBy-','ATL_EtaIntercalibration_Modelling+','ATL_EtaIntercalibration_Modelling-','ATL_EtaIntercalibration_TotalStat+','ATL_EtaIntercalibration_TotalStat-','ATL_Flavor_Comp+','ATL_Flavor_Comp-','ATL_Flavor_Response+','ATL_Flavor_Response-','ATL_Insitu_LArEMscale+','ATL_Insitu_LArEMscale-','ATL_InSitu_Stat1+','ATL_InSitu_Stat1-','ATL_InSitu_Stat2+','ATL_InSitu_Stat2-','ATL_InSitu_Stat3+','ATL_InSitu_Stat3-','ATL_InSitu_Stat4+','ATL_InSitu_Stat4-','ATL_InSitu_Stat5+','ATL_InSitu_Stat5-','ATL_InSitu_Stat6+','ATL_InSitu_Stat6-','ATL_InSitu_Stat7+','ATL_InSitu_Stat7-','ATL_InSitu_Stat8+','ATL_InSitu_Stat8-','ATL_InSitu_Stat9+','ATL_InSitu_Stat9-','ATL_InSitu_Stat10+','ATL_InSitu_Stat10-','ATL_InSitu_Stat11+','ATL_InSitu_Stat11-','ATL_InSitu_Stat12+','ATL_InSitu_Stat12-','ATL_InSitu_Stat13+','ATL_InSitu_Stat13-','ATL_InSitu_Stat14+','ATL_InSitu_Stat14-','ATL_InSitu_Stat15+','ATL_InSitu_Stat15-','ATL_InSitu_Stat16+','ATL_InSitu_Stat16-','ATL_InSitu_Stat17+','ATL_InSitu_Stat17-','ATL_InSitu_Stat18+','ATL_InSitu_Stat18-','ATL_InSitu_Stat19+','ATL_InSitu_Stat19-','ATL_InSitu_Stat20+','ATL_InSitu_Stat20-','ATL_InSitu_Stat21+','ATL_InSitu_Stat21-','ATL_InSitu_Stat22+','ATL_InSitu_Stat22-','ATL_InSitu_Stat23+','ATL_InSitu_Stat23-','ATL_InSitu_Stat24+','ATL_InSitu_Stat24-','ATL_InSitu_Stat25+','ATL_InSitu_Stat25-','ATL_InSitu_Stat26+','ATL_InSitu_Stat26-','ATL_InSitu_Stat27+','ATL_InSitu_Stat27-','ATL_InSitu_Stat28+','ATL_InSitu_Stat28-','ATL_InSitu_Stat29+','ATL_InSitu_Stat29-','ATL_InSitu_Stat30+','ATL_InSitu_Stat30-','ATL_InSitu_Stat31+','ATL_InSitu_Stat31-','ATL_InSitu_Stat32+','ATL_InSitu_Stat32-','ATL_InSitu_Stat33+','ATL_InSitu_Stat33-','ATL_MJB_Alpha+','ATL_MJB_Alpha-','ATL_MJB_Asym+','ATL_MJB_Asym-','ATL_MJB_Beta+','ATL_MJB_Beta-','ATL_MJB_CBJR+','ATL_MJB_CBJR-','ATL_MJB_Fragmentation+','ATL_MJB_Fragmentation-','ATL_MJB_Intercalibration+','ATL_MJB_Intercalibration-','ATL_MJB_ISRFSR+','ATL_MJB_ISRFSR-','ATL_MJB_Threshold+','ATL_MJB_Threshold-','ATL_MPF_Generator+','ATL_MPF_Generator-','ATL_MPF_J2+','ATL_MPF_J2-','ATL_MPF_JER+','ATL_MPF_JER-','ATL_MPF_OOC+','ATL_MPF_OOC-','ATL_MPF_Pileup+','ATL_MPF_Pileup-','ATL_MPF_Purity+','ATL_MPF_Purity-','ATL_Pileup_OffsetMu+','ATL_Pileup_OffsetMu-','ATL_Pileup_OffsetNPV+','ATL_Pileup_OffsetNPV-','ATL_RelativeNonClosure_MC11c+','ATL_RelativeNonClosure_MC11c-','ATL_SingleParticle_HighPt+','ATL_SingleParticle_HighPt-','ATL_Zjet_Extrapolation+','ATL_Zjet_Extrapolation-','ATL_Zjet_JVF+','ATL_Zjet_JVF-','ATL_Zjet_KTerm+','ATL_Zjet_KTerm-','ATL_Zjet_MC+','ATL_Zjet_MC-','ATL_Zjet_Veto+','ATL_Zjet_Veto-','ATL_Zjet_Width+','ATL_Zjet_Width-','ATL_jer_uncorr', 'ATL_jar_uncorr', 'ATL_unfold_uncorr', 'ATL_qual_uncorr', 'ATL_lumi_2011_7TeV'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 503 
  Reaction  = 'pp jets APPLGRID'
  TheoryType = 'expression'
  TermName = 'A1', 'K'
  TermType = 'applgrid','kfactor'
  TermSource = 'theoryfiles/atlas/Jets2011/incljets_rapidity_15_20_R04_P2.root', 'datafiles/lhc/atlas/Jets2011/incjetsKF_7000_R04_rapidity_y_15_20.dat'
  TheorExpr= 'K*A1/1.0' 
  Percent   = 500*True
&END
&PlotDesc
PlotN = 1
PlotDefColumn = 'pt2'
PlotDefValue = 300., 5700.
PlotOptions(1)  = 'Experiment:ATLAS@ExtraLabel:pp #rightarrow j; #sqrt{s} = 7 TeV; R=0.4 1.5 #leq Y* < 2.0 @Title:2011 @XTitle: #p_{T}[GeV] @YTitle: d#sigma/dY*d#p_{T} [pb/GeV] @Xlog@Ylog'
&End
0 10 28 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 28 40 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 40 54 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 54 68 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 68 84 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 84 100 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 100 116 1 0.9601 2.5411e+03 0.7342 0.8868 0.9978 -0.7935 9.7876 -8.4441 0.7056 -0.5172 0.6318 -0.3966 5.9855 -5.2436 3.3270 -2.8978 0.0833 -0.0776 0.0537 -0.0459 0.0354 -0.0361 0.0765 -0.0653 0.0964 -0.0878 0.0968 -0.2020 0.3700 -0.3619 0.4260 -0.5051 0.4920 -0.2124 0.0206 -0.0206 -0.0177 0.0128 0.0009 -0.0018 0.0229 -0.0157 0.0741 -0.0689 0.0550 -0.0507 0.0488 -0.0419 -0.0047 0.0109 -0.0033 0.0066 -0.0002 0.0003 0.0001 -0.0000 0.0000 -0.0000 0.0000 -0.0004 0.0004 -0.0004 0.0010 -0.0018 -0.0038 0.0028 0.0007 -0.0003 -0.0002 0.0017 -0.0000 0.0000 -0.0000 0.0003 0.0000 -0.0000 0.0004 -0.0000 0.0002 -0.0002 0.0000 0.0000 -0.0046 0.0007 -0.0068 0.0073 -0.0011 0.0008 -0.0028 0.0009 -0.0147 0.0123 -0.0109 0.0028 -0.0028 0.0005 -0.0075 0.0125 0.7181 -0.4924 0.4797 -0.2451 0.0861 -0.0698 1.1017 -0.8778 0.7244 -0.5102 1.0220 -0.8014 -1.1720 1.6454 -0.4201 0.5311 -2.5841 3.0179 0.0000 0.0000 0.3495 -0.3810 0.1511 -0.1244 0.1767 -0.2108 1.4838 -1.2092 1.2521 -1.0090 0.1470 -0.1148 3.4787 0.5210 0.0972 0.5000 1.8000 
1 116 134 1 0.9626 1.1647e+03 0.9991 0.6903 0.9010 -0.7143 10.0150 -8.5834 0.6273 -0.5027 0.4973 -0.3652 5.9131 -5.0628 3.4271 -2.9445 0.0549 -0.0525 0.0321 -0.0269 0.0197 -0.0218 0.0457 -0.0433 0.0641 -0.0563 0.0954 -0.1354 0.2624 -0.2579 0.4360 -0.4605 0.5410 -0.2959 0.0555 -0.1019 -0.0410 0.0384 0.0009 -0.0018 0.0108 -0.0095 0.0509 -0.0460 0.0525 -0.0486 0.0846 -0.0731 0.0140 -0.0040 0.0073 -0.0073 -0.0025 0.0035 0.0000 -0.0000 0.0000 -0.0000 0.0000 -0.0004 0.0004 -0.0004 0.0081 -0.0129 -0.0049 0.0041 0.0016 -0.0015 -0.0002 0.0017 -0.0000 0.0000 -0.0000 0.0003 0.0000 -0.0000 0.0004 -0.0000 0.0002 -0.0002 0.0000 0.0000 -0.0045 0.0007 -0.0027 0.0091 -0.0011 0.0008 -0.0057 0.0008 -0.0125 0.0145 -0.0135 0.0026 -0.0076 0.0005 0.0014 -0.0014 0.6144 -0.4898 0.3782 -0.2643 0.0879 -0.0775 1.0562 -0.9325 0.6242 -0.5098 0.9136 -0.7927 -1.0104 1.3951 -0.3427 0.4407 -2.3540 2.7746 0.0000 0.0000 0.3516 -0.3730 0.1255 -0.1154 0.1851 -0.2146 1.3081 -1.1190 1.0429 -0.9349 0.0985 -0.0753 2.9880 0.4198 0.0962 0.5000 1.8000 
1 134 152 1 0.9649 5.5246e+02 1.3272 0.4602 0.7512 -0.6722 10.3058 -9.0514 0.5168 -0.4762 0.3704 -0.3317 5.5172 -4.8363 3.4576 -3.1053 0.0404 -0.0376 0.0204 -0.0177 0.0148 -0.0112 0.0348 -0.0327 0.0491 -0.0395 0.0860 -0.0977 0.1728 -0.1740 0.3880 -0.3862 0.5170 -0.3901 0.0837 -0.2410 -0.0448 0.0523 0.0009 -0.0018 0.0077 -0.0054 0.0379 -0.0272 0.0503 -0.0416 0.1123 -0.0945 0.0510 -0.0374 0.0170 -0.0170 -0.0111 0.0109 -0.0017 0.0011 0.0001 -0.0001 0.0000 -0.0004 0.0004 -0.0004 0.0124 -0.0198 -0.0051 0.0044 0.0022 -0.0022 -0.0002 0.0017 -0.0000 0.0000 -0.0000 0.0003 0.0000 -0.0000 0.0004 -0.0000 0.0002 -0.0002 0.0000 0.0000 0.0046 -0.0017 0.0100 -0.0100 -0.0010 0.0007 0.0041 -0.0041 0.0141 -0.0141 0.0064 -0.0064 -0.0028 0.0004 0.0357 -0.0341 0.4969 -0.4593 0.3061 -0.2767 0.0858 -0.0782 1.1053 -1.0548 0.5185 -0.4791 0.8375 -0.8087 -0.9782 1.1964 -0.3643 0.3958 -2.0771 2.3319 0.0000 0.0000 0.3487 -0.3482 0.1192 -0.1052 0.2047 -0.2075 1.2342 -1.1364 0.8950 -0.8751 0.0683 -0.0532 2.5896 0.3220 0.0050 0.5000 1.8000 
1 152 172 1 0.9671 2.7526e+02 0.9637 0.4127 0.7405 -0.6939 10.6994 -9.5261 0.4981 -0.4434 0.3414 -0.3153 5.0015 -4.5470 3.5775 -3.4334 0.0286 -0.0252 0.0146 -0.0145 0.0112 -0.0068 0.0307 -0.0268 0.0332 -0.0278 0.0688 -0.0686 0.1190 -0.1154 0.3281 -0.3090 0.4985 -0.4227 0.2078 -0.3717 0.0050 -0.0050 0.0009 -0.0018 0.0071 -0.0034 0.0253 -0.0177 0.0385 -0.0312 0.1126 -0.1008 0.0802 -0.0820 0.0262 -0.0121 -0.0194 0.0016 -0.0068 0.0054 -0.0002 0.0003 0.0001 -0.0004 0.0004 -0.0004 0.0138 -0.0244 -0.0055 0.0047 0.0023 -0.0024 -0.0002 0.0017 -0.0000 0.0000 -0.0000 0.0003 0.0000 -0.0000 0.0004 -0.0000 0.0002 -0.0002 0.0000 0.0000 0.0221 -0.0164 0.0282 -0.0245 0.0019 -0.0020 0.0080 -0.0080 0.0927 -0.0416 0.0217 -0.0408 0.0124 -0.0032 0.1121 -0.0908 0.4705 -0.4263 0.3132 -0.2867 0.0781 -0.0667 1.2492 -1.1816 0.5133 -0.4667 0.8590 -0.8187 -1.0155 1.1495 -0.3579 0.4095 -1.8686 1.9885 0.0000 0.0000 0.3492 -0.3280 0.1088 -0.0964 0.2144 -0.1967 1.2599 -1.1787 0.8652 -0.8263 0.0470 -0.0373 2.3253 0.2815 0.0057 0.5000 1.8000 
