
&DATA
  Name = 'ATLAS 7 TeV Incjet data y_15_20 R=0.6'
  NDATA = 29
  NColumn = 139
  ColumnType = 'Flag', 2*'Bin',2*'Dummy','Sigma',133*'Error'
  ColumnName = 'binFlag','pt1','pt2','Extra','NPCorr','Sigma','stat','stat','ATL_CloseBy+','ATL_CloseBy-','ATL_EtaIntercalibration_Modelling+','ATL_EtaIntercalibration_Modelling-','ATL_EtaIntercalibration_TotalStat+','ATL_EtaIntercalibration_TotalStat-','ATL_Flavor_Comp+','ATL_Flavor_Comp-','ATL_Flavor_Response+','ATL_Flavor_Response-','ATL_Insitu_LArEMscale+','ATL_Insitu_LArEMscale-','ATL_InSitu_Stat1+','ATL_InSitu_Stat1-','ATL_InSitu_Stat2+','ATL_InSitu_Stat2-','ATL_InSitu_Stat3+','ATL_InSitu_Stat3-','ATL_InSitu_Stat4+','ATL_InSitu_Stat4-','ATL_InSitu_Stat5+','ATL_InSitu_Stat5-','ATL_InSitu_Stat6+','ATL_InSitu_Stat6-','ATL_InSitu_Stat7+','ATL_InSitu_Stat7-','ATL_InSitu_Stat8+','ATL_InSitu_Stat8-','ATL_InSitu_Stat9+','ATL_InSitu_Stat9-','ATL_InSitu_Stat10+','ATL_InSitu_Stat10-','ATL_InSitu_Stat11+','ATL_InSitu_Stat11-','ATL_InSitu_Stat12+','ATL_InSitu_Stat12-','ATL_InSitu_Stat13+','ATL_InSitu_Stat13-','ATL_InSitu_Stat14+','ATL_InSitu_Stat14-','ATL_InSitu_Stat15+','ATL_InSitu_Stat15-','ATL_InSitu_Stat16+','ATL_InSitu_Stat16-','ATL_InSitu_Stat17+','ATL_InSitu_Stat17-','ATL_InSitu_Stat18+','ATL_InSitu_Stat18-','ATL_InSitu_Stat19+','ATL_InSitu_Stat19-','ATL_InSitu_Stat20+','ATL_InSitu_Stat20-','ATL_InSitu_Stat21+','ATL_InSitu_Stat21-','ATL_InSitu_Stat22+','ATL_InSitu_Stat22-','ATL_InSitu_Stat23+','ATL_InSitu_Stat23-','ATL_InSitu_Stat24+','ATL_InSitu_Stat24-','ATL_InSitu_Stat25+','ATL_InSitu_Stat25-','ATL_InSitu_Stat26+','ATL_InSitu_Stat26-','ATL_InSitu_Stat27+','ATL_InSitu_Stat27-','ATL_InSitu_Stat28+','ATL_InSitu_Stat28-','ATL_InSitu_Stat29+','ATL_InSitu_Stat29-','ATL_InSitu_Stat30+','ATL_InSitu_Stat30-','ATL_InSitu_Stat31+','ATL_InSitu_Stat31-','ATL_InSitu_Stat32+','ATL_InSitu_Stat32-','ATL_InSitu_Stat33+','ATL_InSitu_Stat33-','ATL_MJB_Alpha+','ATL_MJB_Alpha-','ATL_MJB_Asym+','ATL_MJB_Asym-','ATL_MJB_Beta+','ATL_MJB_Beta-','ATL_MJB_CBJR+','ATL_MJB_CBJR-','ATL_MJB_Fragmentation+','ATL_MJB_Fragmentation-','ATL_MJB_Intercalibration+','ATL_MJB_Intercalibration-','ATL_MJB_ISRFSR+','ATL_MJB_ISRFSR-','ATL_MJB_Threshold+','ATL_MJB_Threshold-','ATL_MPF_Generator+','ATL_MPF_Generator-','ATL_MPF_J2+','ATL_MPF_J2-','ATL_MPF_JER+','ATL_MPF_JER-','ATL_MPF_OOC+','ATL_MPF_OOC-','ATL_MPF_Pileup+','ATL_MPF_Pileup-','ATL_MPF_Purity+','ATL_MPF_Purity-','ATL_Pileup_OffsetMu+','ATL_Pileup_OffsetMu-','ATL_Pileup_OffsetNPV+','ATL_Pileup_OffsetNPV-','ATL_RelativeNonClosure_MC11c+','ATL_RelativeNonClosure_MC11c-','ATL_SingleParticle_HighPt+','ATL_SingleParticle_HighPt-','ATL_Zjet_Extrapolation+','ATL_Zjet_Extrapolation-','ATL_Zjet_JVF+','ATL_Zjet_JVF-','ATL_Zjet_KTerm+','ATL_Zjet_KTerm-','ATL_Zjet_MC+','ATL_Zjet_MC-','ATL_Zjet_Veto+','ATL_Zjet_Veto-','ATL_Zjet_Width+','ATL_Zjet_Width-','ATL_jer_uncorr', 'ATL_jar_uncorr', 'ATL_unfold_uncorr', 'ATL_qual_uncorr', 'ATL_lumi_2011_7TeV'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 513 
  Reaction  = 'pp jets APPLGRID'
  TheoryType = 'expression'
  TermName = 'A1', 'K'
  TermType = 'applgrid','kfactor'
  TermSource = 'theoryfiles/atlas/Jets2011/incljets_rapidity_15_20_R06_P2.root', 'datafiles/lhc/atlas/Jets2011/incjetsKF_7000_R06_rapidity_y_15_20.dat'
  TheorExpr= 'K*A1/1.0' 
  Percent   = 500*True
&END
&PlotDesc
PlotN = 1
PlotDefColumn = 'pt2'
PlotDefValue = 300., 5700.
PlotOptions(1)  = 'Experiment:ATLAS@ExtraLabel:pp #rightarrow j; #sqrt{s} = 7 TeV; R=0.6 1.5 #leq Y* < 2.0 @Title:2011 @XTitle: #p_{T}[GeV] @YTitle: d#sigma/dY*d#p_{T} [pb/GeV] @Xlog@Ylog'
&End
0 10 28 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 28 40 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 40 54 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 54 68 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 68 84 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 84 100 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 100 116 1 0.9685 3.2492e+03 0.6367 0.9899 1.6499 -1.3968 9.1948 -8.8220 0.6037 -0.5926 0.3173 -0.4221 6.8791 -6.5909 3.2646 -3.2057 0.0426 -0.0637 0.0422 -0.0605 0.0248 -0.1204 0.0834 -0.1368 0.1988 -0.1811 0.3101 -0.3264 0.2849 -0.4500 0.4737 -0.5470 0.2317 -0.2954 0.0527 -0.0527 -0.0148 0.0215 0.0213 -0.0242 0.0294 -0.0301 0.1535 -0.1350 0.0345 -0.0439 0.0228 -0.1041 0.0166 -0.0166 -0.0098 0.0091 -0.0006 0.0008 0.0001 -0.0003 0.0000 -0.0000 0.0002 -0.0000 0.0000 -0.0000 0.0030 -0.0030 0.0038 -0.0031 0.0015 -0.0015 -0.0000 0.0001 -0.0000 0.0000 0.0002 -0.0002 0.0009 -0.0009 0.0000 -0.0002 -0.0000 0.0000 0.0000 0.0000 -0.0072 0.0066 -0.0060 0.0075 -0.0060 0.0012 -0.0049 0.0020 0.0026 -0.0026 -0.0074 0.0026 -0.0112 0.0050 -0.0014 0.0075 0.7367 -0.7327 0.2907 -0.3922 0.1251 -0.1406 0.5041 -0.4935 0.7336 -0.7183 1.3048 -1.0313 -1.9658 1.8566 -0.4731 0.6884 -3.7563 3.9023 0.0000 0.0000 0.9865 -0.8938 0.0340 -0.0410 0.4249 -0.4496 1.9295 -1.7242 -0.0528 0.0320 0.0728 -0.1247 9.0840 0.9897 0.3592 0.5000 1.8000 
1 116 134 1 0.9697 1.4696e+03 0.8598 0.6785 1.5082 -1.2455 9.5036 -8.8242 0.4146 -0.4944 0.3723 -0.3391 6.0789 -5.5639 3.3341 -2.9949 0.0283 -0.0402 0.0279 -0.0392 0.0244 -0.0732 0.0508 -0.0832 0.1093 -0.1011 0.1325 -0.1779 0.1129 -0.2781 0.4846 -0.4460 0.3826 -0.3675 0.1368 -0.1089 -0.0339 0.0288 0.0138 -0.0179 0.0185 -0.0235 0.0822 -0.0835 0.0350 -0.0487 0.0228 -0.1105 0.0277 -0.0127 -0.0166 0.0144 -0.0054 0.0026 0.0000 -0.0002 0.0000 -0.0000 0.0002 -0.0000 0.0000 -0.0000 0.0115 -0.0030 0.0049 -0.0031 0.0020 -0.0020 -0.0000 0.0001 -0.0000 0.0000 0.0002 -0.0002 0.0009 -0.0009 0.0000 -0.0002 -0.0000 0.0000 0.0000 0.0000 -0.0044 0.0037 -0.0060 0.0043 0.0021 -0.0021 -0.0047 0.0020 -0.0138 0.0060 -0.0074 0.0026 0.0039 -0.0039 0.0014 -0.0014 0.6265 -0.5926 0.3523 -0.3236 0.0865 -0.1051 0.3572 -0.4458 0.6353 -0.6146 1.1425 -0.9414 -1.4646 1.7059 -0.4144 0.6428 -3.4395 3.7952 0.0000 0.0000 0.8112 -0.7147 0.0353 -0.0444 0.3188 -0.3678 1.7729 -1.4748 -0.0648 0.0554 0.0386 -0.0714 7.0942 0.7244 0.1992 0.5000 1.8000 
1 134 152 1 0.9710 6.9078e+02 1.1069 0.5250 1.1707 -1.0417 10.0955 -8.9473 0.3455 -0.4686 0.4606 -0.2970 5.5374 -4.9256 3.5274 -3.0812 0.0216 -0.0223 0.0211 -0.0214 0.0220 -0.0441 0.0415 -0.0477 0.0639 -0.0576 0.0521 -0.1072 0.0695 -0.1809 0.5036 -0.3367 0.5468 -0.4172 0.3852 -0.2042 -0.0217 0.0193 0.0101 -0.0111 0.0129 -0.0142 0.0404 -0.0454 0.0374 -0.0432 0.0229 -0.1225 0.0277 -0.0596 -0.0013 0.0039 -0.0138 0.0078 -0.0014 0.0010 0.0000 -0.0001 0.0002 -0.0001 0.0000 -0.0000 0.0165 -0.0030 0.0051 -0.0031 0.0021 -0.0021 -0.0000 0.0001 -0.0000 0.0000 0.0002 -0.0002 0.0009 -0.0009 0.0000 -0.0002 -0.0000 0.0000 0.0000 0.0000 0.0134 -0.0148 0.0113 -0.0113 0.0132 -0.0092 0.0026 -0.0026 -0.0204 0.0189 0.0026 -0.0026 0.0389 -0.0142 0.0194 -0.0349 0.6389 -0.5252 0.4589 -0.3015 0.0649 -0.0958 0.3151 -0.4296 0.6689 -0.5692 1.0792 -0.9492 -1.2649 1.6371 -0.4176 0.6605 -3.4595 3.8611 0.0000 0.0000 0.7907 -0.6629 0.0419 -0.0462 0.2641 -0.3199 1.6267 -1.3808 -0.0376 0.0351 0.0295 -0.0416 5.9316 0.5783 0.0006 0.5000 1.8000 
1 152 172 1 0.9722 3.4191e+02 0.8005 0.4077 0.9970 -0.9840 10.4121 -9.2245 0.3742 -0.4574 0.3787 -0.2849 4.9815 -4.5611 3.6156 -3.3721 0.0162 -0.0141 0.0155 -0.0133 0.0193 -0.0315 0.0343 -0.0321 0.0460 -0.0411 0.0316 -0.0820 0.0620 -0.1341 0.3550 -0.2510 0.4897 -0.3978 0.4639 -0.3414 0.0149 -0.0186 0.0075 -0.0073 0.0093 -0.0082 0.0245 -0.0275 0.0350 -0.0343 0.0253 -0.1250 0.0278 -0.0954 0.0326 -0.0252 -0.0165 0.0135 -0.0067 0.0057 -0.0007 0.0002 0.0002 -0.0003 0.0000 -0.0000 0.0197 -0.0030 0.0052 -0.0030 0.0022 -0.0022 -0.0003 0.0001 -0.0000 0.0000 0.0002 -0.0002 0.0009 -0.0009 0.0000 -0.0002 -0.0000 0.0000 0.0000 0.0000 0.0434 -0.0501 0.0088 -0.0631 0.0358 -0.0253 0.0178 -0.0050 -0.0248 0.0277 0.0240 -0.0051 0.0593 -0.0478 0.0537 -0.0866 0.5474 -0.4757 0.3900 -0.2977 0.0590 -0.0959 0.3299 -0.4089 0.6007 -0.5553 0.9722 -0.9443 -1.2588 1.4635 -0.4141 0.5534 -3.2279 3.4824 0.0000 0.0000 0.6768 -0.6235 0.0445 -0.0439 0.2402 -0.2993 1.4055 -1.3294 0.0064 -0.0251 0.0250 -0.0306 5.2387 0.4950 0.0108 0.5000 1.8000 
