Path: /HepData/8579/d9-x1-y1
Inclusive jet PT distribution for the |y| range  0.3-0.8 and R=0.6
Location: T 13,F 10
ABS(YRAP) : 0.3 - 0.8
R : 0.6
RE : P P --> JET X
x : PT IN GEV
y : D2(SIG)/DPT/DYRAP IN PB/GEV
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	dy+	dy-	
	25.0	20.0	30.0	9950000.0	+47760.0	-47760.0	+2397950.0	-2298450.0	+129350.0	-129350.0
	37.5	30.0	45.0	1250000.0	+12875.0	-12875.0	+252500.0	-231250.0	+13750.000000000002	-13750.000000000002
	52.5	45.0	60.0	225000.0	+4590.0	-4590.0	+32625.0	-26325.0	+2475.0	-2475.0
	70.0	60.0	80.0	53200.0	+430.92	-430.92	+5745.6	-5160.4	+585.2	-585.2
	95.0	80.0	110.0	11300.0	+53.11	-53.11	+1062.2	-1243.0	+124.30000000000001	-124.30000000000001
	135.0	110.0	160.0	1880.0	+8.648000000000001	-8.648000000000001	+189.88	-186.12	+20.680000000000003	-20.680000000000003
	185.0	160.0	210.0	303.0	+1.4847	-1.4847	+35.45099999999999	-29.694	+3.333	-3.333
	235.0	210.0	260.0	74.7	+0.46314	-0.46314	+8.6652	-9.113399999999999	+0.8217000000000001	-0.8217000000000001
	285.0	260.0	310.0	23.9	+0.14101	-0.14101	+3.2264999999999997	-3.0353	+0.239	-0.239
	355.0	310.0	400.0	6.79	+0.047529999999999996	-0.047529999999999996	+1.00492	-0.84196	+0.0679	-0.0679
	450.0	400.0	500.0	1.44	+0.021168	-0.021168	+0.2016	-0.19872	+0.0144	-0.0144
	550.0	500.0	600.0	0.368	+0.0100096	-0.0100096	+0.054096	-0.051152	+0.004048	-0.004048
	700.0	600.0	800.0	0.075	+0.003345	-0.003345	+0.012674999999999999	-0.011850000000000001	+7.5E-4	-7.5E-4
	900.0	800.0	1000.0	0.00909	+0.0010817100000000003	-0.0010817100000000003	+0.0019270800000000003	-0.0016907400000000005	+9.090000000000001E-5	-9.090000000000001E-5
	1100.0	1000.0	1200.0	0.00161	+4.6368000000000006E-4	-4.6368000000000006E-4	+4.1377000000000004E-4	-3.6547E-4	+1.6100000000000002E-5	-1.6100000000000002E-5
	1350.0	1200.0	1500.0	2.35E-4	+1.37945E-4	-1.37945E-4	+6.956E-5	-7.026499999999999E-5	+2.35E-6	-2.35E-6

