Path: /HepData/8579/d2-x1-y1
Inclusive jet PT distribution for the |y| range  0.3-0.8 and R=0.4
Location: T 6,F 9
ABS(YRAP) : 0.3 - 0.8
R : 0.4
RE : P P --> JET X
x : PT IN GEV
y : D2(SIG)/DPT/DYRAP IN PB/GEV
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	dy+	dy-	
	25.0	20.0	30.0	4610000.0	+28121.0	-28121.0	+931220.0	-917389.9999999999	+59930.0	-59930.0
	37.5	30.0	45.0	730000.0	+8687.0	-8687.0	+132130.0	-118260.0	+8030.000000000001	-8030.000000000001
	52.5	45.0	60.0	149000.0	+3203.5	-3203.5	+19221.0	-16688.0	+1639.0000000000002	-1639.0000000000002
	70.0	60.0	80.0	37100.0	+307.93	-307.93	+4155.2	-3561.6	+408.1	-408.1
	95.0	80.0	110.0	8350.0	+46.760000000000005	-46.760000000000005	+826.65	-868.4	+91.85000000000001	-91.85000000000001
	135.0	110.0	160.0	1440.0	+6.336	-6.336	+159.84	-151.20000000000002	+15.840000000000002	-15.840000000000002
	185.0	160.0	210.0	241.0	+1.3978	-1.3978	+28.438000000000002	-25.064000000000004	+2.6510000000000002	-2.6510000000000002
	235.0	210.0	260.0	60.6	+0.43632	-0.43632	+7.332599999999999	-7.696199999999999	+0.606	-0.606
	285.0	260.0	310.0	19.6	+0.13328	-0.13328	+2.6656	-2.254	+0.196	-0.196
	355.0	310.0	400.0	5.64	+0.051888000000000004	-0.051888000000000004	+0.7896	-0.72192	+0.0564	-0.0564
	450.0	400.0	500.0	1.19	+0.020943999999999997	-0.020943999999999997	+0.15827	-0.15827	+0.011899999999999999	-0.011899999999999999
	550.0	500.0	600.0	0.316	+0.0102068	-0.0102068	+0.046452	-0.043608	+0.0034760000000000004	-0.0034760000000000004
	700.0	600.0	800.0	0.066	+0.002772	-0.002772	+0.011088	-0.01056	+6.6E-4	-6.6E-4
	900.0	800.0	1000.0	0.0078	+9.282E-4	-9.282E-4	+0.0016614	-0.001482	+7.8E-5	-7.8E-5
	1100.0	1000.0	1200.0	0.00138	+4.2228000000000003E-4	-4.2228000000000003E-4	+3.4914E-4	-3.036E-4	+1.38E-5	-1.38E-5
	1350.0	1200.0	1500.0	2.35E-4	+1.5650999999999998E-4	-1.5650999999999998E-4	+7.2145E-5	-7.0735E-5	+2.35E-6	-2.35E-6

