
&DATA
  Name = 'ATLAS 7 TeV Incjet data y_00_05 R=0.6'
  NDATA = 37
  NColumn = 139
  ColumnType = 'Flag', 2*'Bin',2*'Dummy','Sigma',133*'Error'
  ColumnName = 'binFlag','pt1','pt2','Extra','NPCorr','Sigma','stat','stat','ATL_CloseBy+','ATL_CloseBy-','ATL_EtaIntercalibration_Modelling+','ATL_EtaIntercalibration_Modelling-','ATL_EtaIntercalibration_TotalStat+','ATL_EtaIntercalibration_TotalStat-','ATL_Flavor_Comp+','ATL_Flavor_Comp-','ATL_Flavor_Response+','ATL_Flavor_Response-','ATL_Insitu_LArEMscale+','ATL_Insitu_LArEMscale-','ATL_InSitu_Stat1+','ATL_InSitu_Stat1-','ATL_InSitu_Stat2+','ATL_InSitu_Stat2-','ATL_InSitu_Stat3+','ATL_InSitu_Stat3-','ATL_InSitu_Stat4+','ATL_InSitu_Stat4-','ATL_InSitu_Stat5+','ATL_InSitu_Stat5-','ATL_InSitu_Stat6+','ATL_InSitu_Stat6-','ATL_InSitu_Stat7+','ATL_InSitu_Stat7-','ATL_InSitu_Stat8+','ATL_InSitu_Stat8-','ATL_InSitu_Stat9+','ATL_InSitu_Stat9-','ATL_InSitu_Stat10+','ATL_InSitu_Stat10-','ATL_InSitu_Stat11+','ATL_InSitu_Stat11-','ATL_InSitu_Stat12+','ATL_InSitu_Stat12-','ATL_InSitu_Stat13+','ATL_InSitu_Stat13-','ATL_InSitu_Stat14+','ATL_InSitu_Stat14-','ATL_InSitu_Stat15+','ATL_InSitu_Stat15-','ATL_InSitu_Stat16+','ATL_InSitu_Stat16-','ATL_InSitu_Stat17+','ATL_InSitu_Stat17-','ATL_InSitu_Stat18+','ATL_InSitu_Stat18-','ATL_InSitu_Stat19+','ATL_InSitu_Stat19-','ATL_InSitu_Stat20+','ATL_InSitu_Stat20-','ATL_InSitu_Stat21+','ATL_InSitu_Stat21-','ATL_InSitu_Stat22+','ATL_InSitu_Stat22-','ATL_InSitu_Stat23+','ATL_InSitu_Stat23-','ATL_InSitu_Stat24+','ATL_InSitu_Stat24-','ATL_InSitu_Stat25+','ATL_InSitu_Stat25-','ATL_InSitu_Stat26+','ATL_InSitu_Stat26-','ATL_InSitu_Stat27+','ATL_InSitu_Stat27-','ATL_InSitu_Stat28+','ATL_InSitu_Stat28-','ATL_InSitu_Stat29+','ATL_InSitu_Stat29-','ATL_InSitu_Stat30+','ATL_InSitu_Stat30-','ATL_InSitu_Stat31+','ATL_InSitu_Stat31-','ATL_InSitu_Stat32+','ATL_InSitu_Stat32-','ATL_InSitu_Stat33+','ATL_InSitu_Stat33-','ATL_MJB_Alpha+','ATL_MJB_Alpha-','ATL_MJB_Asym+','ATL_MJB_Asym-','ATL_MJB_Beta+','ATL_MJB_Beta-','ATL_MJB_CBJR+','ATL_MJB_CBJR-','ATL_MJB_Fragmentation+','ATL_MJB_Fragmentation-','ATL_MJB_Intercalibration+','ATL_MJB_Intercalibration-','ATL_MJB_ISRFSR+','ATL_MJB_ISRFSR-','ATL_MJB_Threshold+','ATL_MJB_Threshold-','ATL_MPF_Generator+','ATL_MPF_Generator-','ATL_MPF_J2+','ATL_MPF_J2-','ATL_MPF_JER+','ATL_MPF_JER-','ATL_MPF_OOC+','ATL_MPF_OOC-','ATL_MPF_Pileup+','ATL_MPF_Pileup-','ATL_MPF_Purity+','ATL_MPF_Purity-','ATL_Pileup_OffsetMu+','ATL_Pileup_OffsetMu-','ATL_Pileup_OffsetNPV+','ATL_Pileup_OffsetNPV-','ATL_RelativeNonClosure_MC11c+','ATL_RelativeNonClosure_MC11c-','ATL_SingleParticle_HighPt+','ATL_SingleParticle_HighPt-','ATL_Zjet_Extrapolation+','ATL_Zjet_Extrapolation-','ATL_Zjet_JVF+','ATL_Zjet_JVF-','ATL_Zjet_KTerm+','ATL_Zjet_KTerm-','ATL_Zjet_MC+','ATL_Zjet_MC-','ATL_Zjet_Veto+','ATL_Zjet_Veto-','ATL_Zjet_Width+','ATL_Zjet_Width-','ATL_jer_uncorr', 'ATL_jar_uncorr', 'ATL_unfold_uncorr', 'ATL_qual_uncorr', 'ATL_lumi_2011_7TeV'
  NInfo   = 1
  DataInfo = 7000.
  CInfo    = 'sqrt(S)'
  IndexDataset = 510 
  Reaction  = 'pp jets APPLGRID'
  TheoryType = 'expression'
  TermName = 'A1', 'K'
  TermType = 'applgrid','kfactor'
  TermSource = 'theoryfiles/atlas/Jets2011/incljets_rapidity_00_05_R06_P2.root', 'datafiles/lhc/atlas/Jets2011/incjetsKF_7000_R06_rapidity_y_00_05.dat'
  TheorExpr= 'K*A1/1.0' 
  Percent   = 500*True
&END
&PlotDesc
PlotN = 1
PlotDefColumn = 'pt2'
PlotDefValue = 300., 5700.
PlotOptions(1)  = 'Experiment:ATLAS@ExtraLabel:pp #rightarrow j; #sqrt{s} = 7 TeV; R=0.6 Y* < 0.5 @Title:2011 @XTitle: #p_{T}[GeV] @YTitle: d#sigma/dY*d#p_{T} [pb/GeV] @Xlog@Ylog'
&End
0 10 28 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 28 40 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 40 54 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 54 68 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 68 84 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0 84 100 1 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 100 116 1 0.9680 5.5216e+03 0.5275 0.7396 1.3073 -1.3093 0.0000 0.0000 0.3941 -0.4449 0.5219 -0.5159 5.9447 -5.7997 3.0000 -3.0438 0.0400 -0.0516 0.0373 -0.0510 0.0678 -0.0962 0.0880 -0.0687 0.1283 -0.1103 0.2636 -0.2958 0.3902 -0.4673 0.5516 -0.5428 0.2433 -0.3123 -0.0068 0.0041 -0.0187 0.0163 0.0125 -0.0196 0.0258 -0.0282 0.0812 -0.1028 0.0529 -0.0676 0.0510 -0.0753 -0.0051 0.0056 -0.0085 0.0077 -0.0009 0.0016 0.0002 -0.0002 0.0002 -0.0000 0.0003 -0.0000 0.0002 -0.0000 0.0006 -0.0006 0.0015 -0.0015 -0.0003 0.0005 -0.0000 0.0002 -0.0000 0.0000 -0.0000 0.0007 0.0000 -0.0001 0.0001 -0.0000 -0.0000 0.0000 0.0000 0.0000 -0.0046 0.0061 -0.0113 0.0091 -0.0052 0.0003 -0.0059 0.0047 -0.0027 0.0014 -0.0069 0.0051 -0.0050 0.0049 -0.0103 0.0071 0.7591 -0.6979 0.2985 -0.3764 0.0878 -0.1145 0.5007 -0.4912 0.7365 -0.7290 1.0516 -1.1831 -1.3679 1.2517 -1.0199 0.7619 -2.7679 2.5960 0.0000 -0.0000 0.8910 -1.0551 0.0411 -0.0527 0.3807 -0.4342 1.8296 -1.9482 -0.0273 0.0246 0.0748 -0.1001 3.0616 0.0501 0.1486 0.5000 1.8000 
1 116 134 1 0.9688 2.5982e+03 0.6780 0.4799 1.1500 -1.1479 0.0000 0.0000 0.3119 -0.3762 0.3948 -0.4190 5.6426 -5.5133 2.9769 -3.0018 0.0240 -0.0253 0.0226 -0.0248 0.0349 -0.0467 0.0406 -0.0277 0.0634 -0.0506 0.1386 -0.1791 0.2387 -0.3002 0.4284 -0.4530 0.3525 -0.3915 0.0834 -0.1056 -0.0363 0.0340 0.0058 -0.0102 0.0183 -0.0181 0.0480 -0.0522 0.0481 -0.0457 0.0777 -0.1130 0.0098 -0.0069 -0.0155 0.0164 -0.0060 0.0060 0.0002 -0.0004 0.0002 -0.0000 0.0003 -0.0000 0.0002 -0.0000 0.0056 -0.0064 0.0032 -0.0041 -0.0003 0.0005 -0.0000 0.0002 -0.0000 0.0000 -0.0000 0.0007 0.0000 -0.0001 0.0001 -0.0000 -0.0000 0.0000 0.0000 0.0000 0.0033 -0.0033 -0.0041 0.0099 0.0052 -0.0052 -0.0091 0.0087 -0.0108 0.0089 -0.0084 0.0092 -0.0024 0.0017 0.0029 -0.0029 0.5945 -0.6021 0.2645 -0.3360 0.0748 -0.1030 0.4361 -0.4462 0.5847 -0.6226 0.9226 -1.0111 -1.1059 1.0329 -0.8027 0.6546 -2.4026 2.3216 0.0000 -0.0000 0.6837 -0.8305 0.0370 -0.0373 0.3035 -0.3702 1.5484 -1.6174 -0.0530 0.0534 0.0400 -0.0479 2.2259 0.0501 0.0959 0.5000 1.8000 
1 134 152 1 0.9697 1.2641e+03 0.7474 0.3852 1.0150 -0.9727 0.0000 0.0000 0.2908 -0.3437 0.3210 -0.3648 5.5022 -5.3140 3.0646 -3.0720 0.0137 -0.0154 0.0132 -0.0146 0.0259 -0.0249 0.0278 -0.0173 0.0432 -0.0335 0.0914 -0.0986 0.1656 -0.1835 0.3200 -0.3570 0.4045 -0.4263 0.2185 -0.2573 -0.0287 0.0266 0.0041 -0.0076 0.0125 -0.0091 0.0329 -0.0287 0.0418 -0.0359 0.1029 -0.1183 0.0445 -0.0441 -0.0157 0.0074 -0.0144 0.0113 -0.0008 0.0005 0.0002 -0.0001 0.0003 -0.0000 0.0002 -0.0000 0.0082 -0.0109 0.0053 -0.0043 -0.0003 0.0005 -0.0000 0.0002 -0.0000 0.0000 -0.0000 0.0007 0.0000 -0.0001 0.0001 -0.0000 -0.0000 0.0000 0.0000 0.0000 0.0327 -0.0271 0.0177 -0.0144 0.0087 -0.0102 -0.0041 0.0056 -0.0218 0.0188 -0.0067 0.0041 0.0148 -0.0186 0.0422 -0.0310 0.4740 -0.5225 0.2735 -0.3252 0.0800 -0.0890 0.3952 -0.4185 0.5140 -0.5326 0.8981 -0.8973 -0.9205 0.9491 -0.5667 0.5839 -2.0697 2.1314 0.0000 -0.0000 0.6136 -0.6588 0.0407 -0.0317 0.2859 -0.3425 1.3910 -1.3518 -0.0411 0.0427 0.0296 -0.0253 1.6816 0.0502 0.0161 0.5000 1.8000 
1 152 172 1 0.9705 6.3415e+02 0.5913 0.3875 0.9523 -0.8874 0.0000 0.0000 0.2995 -0.3291 0.3010 -0.3222 5.3975 -5.0785 3.2641 -3.1281 0.0095 -0.0112 0.0092 -0.0104 0.0274 -0.0192 0.0267 -0.0168 0.0409 -0.0286 0.0678 -0.0575 0.1190 -0.1170 0.2413 -0.2672 0.3949 -0.4053 0.3578 -0.3797 0.0070 -0.0072 0.0040 -0.0118 0.0080 -0.0048 0.0267 -0.0193 0.0354 -0.0326 0.1086 -0.1084 0.0779 -0.0789 0.0075 -0.0235 -0.0182 0.0142 -0.0063 0.0066 -0.0002 0.0002 0.0004 -0.0002 0.0002 -0.0000 0.0118 -0.0145 0.0062 -0.0044 -0.0003 0.0005 -0.0002 0.0003 -0.0000 0.0000 -0.0000 0.0007 0.0000 -0.0001 0.0001 -0.0000 -0.0000 0.0000 0.0000 0.0000 0.0677 -0.0661 0.0527 -0.0584 0.0305 -0.0138 0.0127 -0.0088 -0.0288 0.0257 0.0080 -0.0139 0.0477 -0.0496 0.0852 -0.0816 0.4329 -0.4676 0.2921 -0.3120 0.0815 -0.0794 0.3827 -0.3966 0.5276 -0.5049 0.9062 -0.8555 -0.8185 0.9090 -0.4613 0.5701 -1.8970 2.0237 0.0000 -0.0000 0.6112 -0.5737 0.0452 -0.0300 0.2892 -0.3119 1.2906 -1.2102 0.0133 -0.0100 0.0269 -0.0180 1.4474 0.0523 0.0110 0.5000 1.8000 
