Path: /HepData/8579/d1-x1-y1
Inclusive jet PT distribution for the |y| range  0.0-0.3 and R=0.4
Location: T 5,F 9
ABS(YRAP) : 0.0 - 0.3
R : 0.4
RE : P P --> JET X
x : PT IN GEV
y : D2(SIG)/DPT/DYRAP IN PB/GEV
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	dy+	dy-	
	25.0	20.0	30.0	4700000.0	+40420.0	-40420.0	+944700.0000000001	-954100.0	+61100.0	-61100.0
	37.5	30.0	45.0	717000.0	+9536.1	-9536.1	+121890.0	-116871.0	+7887.000000000001	-7887.000000000001
	52.5	45.0	60.0	148000.0	+4484.4	-4484.4	+18944.0	-17020.0	+1628.0000000000002	-1628.0000000000002
	70.0	60.0	80.0	38100.0	+419.1	-419.1	+3962.4	-3848.1	+381.0	-381.0
	95.0	80.0	110.0	8520.0	+57.93600000000001	-57.93600000000001	+894.6	-979.8000000000001	+93.72000000000001	-93.72000000000001
	135.0	110.0	160.0	1480.0	+9.176	-9.176	+146.52	-137.64000000000001	+16.28	-16.28
	185.0	160.0	210.0	254.0	+1.7526	-1.7526	+26.924	-25.146	+2.7940000000000005	-2.7940000000000005
	235.0	210.0	260.0	63.4	+0.57694	-0.57694	+8.0518	-8.6858	+0.6974	-0.6974
	285.0	260.0	310.0	20.7	+0.17801999999999998	-0.17801999999999998	+2.6289	-2.4219	+0.207	-0.207
	355.0	310.0	400.0	5.96	+0.061388000000000005	-0.061388000000000005	+0.70328	-0.64368	+0.0596	-0.0596
	450.0	400.0	500.0	1.33	+0.026866	-0.026866	+0.15561	-0.16093000000000002	+0.013300000000000001	-0.013300000000000001
	550.0	500.0	600.0	0.347	+0.0111734	-0.0111734	+0.049621	-0.04545699999999999	+0.0034699999999999996	-0.0034699999999999996
	700.0	600.0	800.0	0.0644	+0.0036901200000000007	-0.0036901200000000007	+0.0097888	-0.009273600000000002	+6.44E-4	-6.44E-4
	900.0	800.0	1000.0	0.0101	+0.0016867	-0.0016867	+0.0018281000000000003	-0.0016564	+1.01E-4	-1.01E-4
	1100.0	1000.0	1200.0	0.00114	+4.252199999999999E-4	-4.252199999999999E-4	+2.5079999999999997E-4	-2.2799999999999999E-4	+1.14E-5	-1.14E-5
	1350.0	1200.0	1500.0	4.0E-4	+2.344E-4	-2.344E-4	+1.092E-4	-1.008E-4	+4.0E-6	-4.0E-6

